id,Location,return_date,start_ date,FF2,item_description,quantity,cost_amount
636,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,BLK DRESSER,0,43.31
637,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,ESPRESSO COFFEE TBLE,1,198
638,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,ESPRESSO COFFEE TBLE,0,17.33
639,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,LIBSON ALUMINUM CHAIR,1,299
640,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,LIBSON ALUMINUM CHAIR,0,26.16
641,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,ROMA TV ARMOIRE COFFEE,1,450
642,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,ROMA TV ARMOIRE COFFEE,0,39.38
643,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,BUNGIE LOW BCK OFC CHAIR,1,199
644,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,BUNGIE LOW BCK OFC CHAIR,0,17.41
645,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,WALNUT CRESCENT DESK,1,250
646,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,WALNUT CRESCENT DESK,0,21.88
647,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,WALNUT LATERAL DSK FILE CABNT,1,341
648,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,WALNUT LATERAL DSK FILE CABNT,0,29.84
649,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,LP,3X WALNUT HUTCH 32X43,6,510
650,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/5,TAX,3X WALNUT HUTCH 32X43,0,44.6
651,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,FRIGIDAIRE STNLESS VENTHOOD,1,79.98
652,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,FRIGIDAIRE STNLESS VENTHOOD,0,7
653,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,GE STNLESS MICROWAVE COMEAUX,1,308.99
654,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,GE STNLESS MICROWAVE COMEAUX,0,27.81
655,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,FRGDR STNLSS GAS STV COUMEAUX,1,393.6
656,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,FRGDR STNLSS GAS STV COUMEAUX,0,34.44
657,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,BAR SINK_LOWES,1,95
658,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,BAR SINK_LOWES,0,8.31
659,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,WHT MAGICCHEF REFER_HOME DEPOT,1,298
660,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,WHT MAGICCHEF REFER_HOME DEPOT,0,26.82
661,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,2XMALAY NGHTSTNDS_COSTPLUS,1,259.98
662,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,2XMALAY NGHTSTNDS_COSTPLUS,0,22.75
663,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,OATML DRAPER BED_COSTPLUS,1,399.99
664,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,OATML DRAPER BED_COSTPLUS,0,35
665,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,3X MOCHA MURPHY SOFA_COSTPLUS,16,1799.97
666,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,3X MOCHA MURPHY SOFA_COSTPLUS,0,157.5
667,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,2X CREAM CHRS_LE BOULEVARD,4,320
668,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,2X CREAM CHRS_LE BOULEVARD,0,28
669,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,PALM GROVE CHR_ETHAN ALLEN,1,395
670,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,DONATELLA CONSOLE_ETHAN ALLEN,1,638
671,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,DONATELLA CONSOLE_ETHAN ALLEN,0,55.83
672,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,PEDESTAL TBL_ETHAN ALLEN,1,350
673,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,PEDESTAL TBL_ETHAN ALLEN,0,30.63
674,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,PINEAPPLE BOOKENDS_ETHAN ALLEN,1,135
675,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,PINEAPPLE BOOKENDS_ETHAN ALLEN,0,11.81
676,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,BLK TWIST LAMP_ETHAN ALLEN,1,189
677,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,BLK TWIST LAMP_ETHAN ALLEN,0,16.54
678,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,LRG SVC TRAY_ETHAN ALLEN,1,101
679,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,LRG SVC TRAY_ETHAN ALLEN,0,8.84
680,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,NIKKO BOUND_ETHAN ALLEN,1,419
681,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,NIKKO BOUND_ETHAN ALLEN,0,36.66
682,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,2X PORCELAIN TBL LAMP_ETHAN AL,1,358
683,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,2X PORCELAIN TBL LAMP_ETHAN AL,0,31.32
684,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,LRG CANVAS BOX_ETHAN ALLEN,1,179
685,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,LRG CANVAS BOX_ETHAN ALLEN,0,15.66
686,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,WHT TWIST TBL LAMP_ETHAN ALLEN,1,198
687,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,WHT TWIST TBL LAMP_ETHAN ALLEN,0,17.33
688,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,BRONZE URN_ETHAN ALLEN,1,119.5
689,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,BRONZE URN_ETHAN ALLEN,0,10.46
690,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,ECHO BENCH_ETHAN ALLEN,1,305
691,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,ECHO BENCH_ETHAN ALLEN,0,26.69
692,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,PALM GROVE CHR_ETHAN ALLEN,0,34.56
693,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,SM PATTERN CANVAS BOX_ETHAN AL,1,170
694,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,SM PATTERN CANVAS BOX_ETHAN AL,0,14.88
695,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,MINK END TABLE_ETHAN ALLEN,1,449
696,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,MINK END TABLE_ETHAN ALLEN,0,40.41
697,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,LP,2X MAHOGANY CABINET_LE BOULEVA,4,698
698,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/15,2011/4/7,TAX,2X MAHOGANY CABINET_LE BOULEVA,0,61.08
699,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,2X CLUB CHAIRS,4,700
700,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,UPHLSTRD QUEEN HDBRD INSERT,1,100
701,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,UPHLSTRD QUEEN HDBRD INSERT,0,8.75
702,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,CHOC QUEEN BED,1,919
703,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,CHOC QUEEN BED,0,80.41
704,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,4_ARM NICKEL CHANDELIER,1,699
705,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,4_ARM NICKEL CHANDELIER,0,61.16
706,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,FAUX LILACS IN SQR GLASS VASE,1,280
707,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,FAUX LILACS IN SQR GLASS VASE,0,24.5
708,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,SHAPED LEG TABLE,1,499
709,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,SHAPED LEG TABLE,0,43.66
710,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,ADLER OVAL COFFEE TABLE,1,829
711,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,ADLER OVAL COFFEE TABLE,0,72.54
712,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,MODERN TRAY TABLE,1,539
713,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,MODERN TRAY TABLE,0,47.16
714,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,5.5INCH FAUX PALM IN VASE,1,349
715,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,5.5INCH FAUX PALM IN VASE,0,30.54
716,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,PLUM VASE CYLINDER LAMP,1,199
717,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,PLUM VASE CYLINDER LAMP,0,17.42
718,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,FAUX ORCHID IN BRONZE BOWL,1,202
719,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,FAUX ORCHID IN BRONZE BOWL,0,17.67
720,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,VINTAGE BEACH RUG,1,599
721,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,VINTAGE BEACH RUG,0,52.41
722,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,2X QUEEN MATTRESSES,1,400
723,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,2X QUEEN MATTRESSES,0,35
724,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,LP,TURNED WOOD FLOOR LAMP,1,629
725,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/12,TAX,TURNED WOOD FLOOR LAMP,0,55.04
726,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/20,2011/4/19,LP,3X ACCENT LAMPS_HOBBY LOBBY,1,179.98
727,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,TAX,3X ACCENT LAMPS_HOBBY LOBBY,0,16.2
728,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,LP,2X M.O.P. LAMPS_PIER 1,1,300
729,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,TAX,2X M.O.P. LAMPS_PIER 1,0,26.25
730,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,LP,3X BRN LTHR BARSTLS_PIER1,1,509.85
731,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,TAX,3X BRN LTHR BARSTLS_PIER1,0,44.61
732,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,LP,3X BRN LTHR BARSTLS_PIER 1,1,509.85
733,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,TAX,3X BRN LTHR BARSTLS_PIER 1,0,44.61
734,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,LP,2X QUEEN COMFORTER_BB&B,4,299.98
735,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,TAX,2X QUEEN COMFORTER_BB&B,0,26.25
736,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,LP,BAL DUE 5PR CREAM SHEERS W/ROD,1,390.87
737,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,TAX,BAL DUE 5PR CREAM SHEERS W/ROD,0,35.18
738,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,LP,BAL DUE 3X LINED FABRC DRPES,1,225
739,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,TAX,BAL DUE 3X LINED FABRC DRPES,0,20.25
740,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,LP,BAL DUE 9X RODS,1,250.65
741,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,TAX,BAL DUE 9X RODS,0,22.56
742,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,LP,BAL DUE DRAPERY INSTALLATION,1,888.98
743,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,LP,MANAGER CHAIR OFFICE MAX,1,139.99
744,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/4/29,2011/4/19,TAX,MANAGER CHAIR OFFICE MAX,0,12.25
745,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,PMT 1OF2 30X30 POSTER FRAME_LE,1,89.2
746,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,PMT 1OF2 26X26 FRM W/GLASS_LEM,1,143.23
747,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,PMT 1OF2 (3)26X26 FRMS_LEMIEUX,1,229.94
748,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,PMT 1OF2 18X36 FRM W/GLASS_LEM,1,124.64
749,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,PMT 1OF2 (3)18X36 FRMS _LEMIEU,1,328.91
750,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,PMT 1OF2 (2)24X12 FRM_LEMIEUX,1,99.04
751,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,PMT 1OF2 (6)24X12 FRM_LEMIEUX,1,225
752,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,PMT 1OF2 30X8 FRM_LEMIEUX,1,77.62
753,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,PMT 1OF2 18X18 FRM_LEMIEUX,1,98.04
754,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,OATML DRAPER BED_COST PLUS,1,399.99
755,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,OATML DRAPER BED_COST PLUS,0,36
756,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,BRN LTHR BARSTOOL_PIER 1,1,169.95
757,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,BRN LTHR BARSTOOL_PIER 1,0,14.87
758,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,MURPHY MOCHA SOFA_PIER 1,1,589.99
759,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,MURPHY MOCHA SOFA_PIER 1,0,51.62
760,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,MURPHY MOCHA SOFA,1,599.99
761,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,MURPHY MOCHA SOFA,0,52.5
762,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,2X FOGO SIDE CHRS_SCANDINAVIA,1,358
763,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,2X FOGO SIDE CHRS_SCANDINAVIA,0,31.33
764,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,CRM COMFORTER SET_BB&B,1,179.99
765,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,CRM COMFORTER SET_BB&B,0,15.75
766,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,MURPHY MOCHA SOFA_COSTPLUS,1,599.99
767,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,MURPHY MOCHA SOFA_COSTPLUS,0,52.5
768,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,WHT CEILING FAN_LIGHTING INC,1,242.9
769,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,WHT CEILING FAN_LIGHTING INC,0,21.86
770,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,2X BRZN SCONES_LIGHTING INC,1,230
771,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,2X BRZN SCONES_LIGHTING INC,0,20.7
772,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,NKL/MHGNY CEILING FAN_LIGHTING,1,539.9
773,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,NKL/MHGNY CEILING FAN_LIGHTING,0,48.59
774,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,BRSHD NKL CEILING FAN_LIGHTING,1,278.9
775,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,BRSHD NKL CEILING FAN_LIGHTING,0,25.1
776,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,IVRY CRCKLE TBL LMP_LIGHTING I,1,131
777,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,IVRY CRCKLE TBL LMP_LIGHTING I,0,11.79
778,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,SWAG CHROME FLR LAMP_LIGHTING,1,229
779,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,SWAG CHROME FLR LAMP_LIGHTING,0,20.61
780,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,46 DYNEX TV_BESTBUY,1,549.99
781,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,46 DYNEX TV_BESTBUY,0,48.12
782,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,LP,4X BLK/GOLD PLANT URNS PERINOS,1,500
783,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/28,TAX,4X BLK/GOLD PLANT URNS PERINOS,0,43.75
784,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/29,LP,BOX SPRING BIG LOTS,1,130
785,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/8,2011/4/29,TAX,BOX SPRING BIG LOTS,0,11.38
786,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,LP,2OF2 30X30 PSTR FRM#LJ234927,2,89.2
787,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,LP,1OF2 26X26 FRM W/GLS_LEMIEUX,2,143.23
788,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,LP,2OF2 3X 26X26 FRMS_LEMIEUX,2,503.08
789,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,LP,2OF2 18X36 FRM W/GLS_LEMIEUX,2,124.64
790,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,LP,2OF2 3X 18X36 FRMS_LEMIEUX,2,328.91
791,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,LP,2OF2 2X 24X12 FRM W/GLS,2,99.04
792,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,LP,2OF2 6X 24X12 FRMS_LEMIEUX,2,225
793,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,LP,2OF2 30X8 FRM W/GLS_LEMIEUX,2,77.61
794,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,LP,2OF2 18X18 FRM W/GLS_LEMIEUX,2,98.05
795,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,LP,HEADBOARD PANEL,0,128
796,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/15,2011/5/4,TAX,HEADBOARD PANEL,0,6.4
797,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/20,2011/5/5,XX,6X MAUVE MINI BLINDS,0,"1,080"
798,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/20,2011/5/5,LP,FIXTURE WALL BRACKET,2,183
799,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/20,2011/5/5,TAX,FIXTURE WALL BRACKET,0,16.47
800,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/20,2011/5/10,LP,QN COMFORTER SET_BB&B,1,149.99
801,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/20,2011/5/10,LP,QN COMFORTER SET_BB&B,0,13.12
802,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/20,2011/5/10,LP,2X DRAPER BEDS_COST PLUS,1,560
803,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/20,2011/5/10,TAX,2X DRAPER BEDS_COST PLUS,0,49
804,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/20,2011/5/10,LP,DYSON UPRIGHT VACUUM_HMDEPOT,1,399
805,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/20,2011/5/10,TAX,DYSON UPRIGHT VACUUM_HMDEPOT,0,35.91
806,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/6/12,2011/5/12,LP,PLEXIGLASS DESKTOP,1,127.86
807,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/6/12,2011/5/12,TAX,PLEXIGLASS DESKTOP,0,11.51
808,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/6/12,2011/5/12,LP,4X 46 LCD HDTVINCHS_BESTBUY,1,2603.88
809,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/6/12,2011/5/12,TAX,4X 46 LCD HDTVINCHS_BESTBUY,0,234.35
810,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/6/12,2011/6/1,XX,ELEVATOR BTTNS/ARROWS,1,1984
811,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/6/12,2011/6/1,XX,ELEVATOR BTTNS/ARROWS_SHIPPING,0,304.19
812,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/5,2011/4/5,LP,COMO WALNUT DBL DRESSER,1,"1,049"
813,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/5,2011/4/5,TAX,COMO WALNUT DBL DRESSER,0,91.79
814,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/5,2011/4/5,LP,SAVANNAH WARDROBE,1,920
815,2790_1545 INT HOTEL _ PENTHOUSE (STG),2011/5/5,2011/4/5,TAX,SAVANNAH WARDROBE,0,80.5
816,2790_1559 EXT METRO STREETS_LIMO FINALE,2011/6/12,2011/6/2,LP,GAS PUMP,1,700
817,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/12,2011/6/2,LP,BRNZ 3LT CHANDELIER_LOWES,0,92
818,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/12,2011/6/2,TAX,BRNZ 3LT CHANDELIER_LOWES,1,8.05
819,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/12,2011/6/2,LP,TOY GRAND PIANO_MAGICBOXTOYS,0,159.99
820,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/12,2011/6/2,TAX,TOY GRAND PIANO_MAGICBOXTOYS,1,14.4
821,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/12,2011/6/8,LP,1X YAMAHA KEYBOARD_GUITAR CNTR,0,159.99
822,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/12,2011/6/8,TAX,1X YAMAHA KEYBOARD_GUITAR CNTR,1,14
823,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/12,2011/6/9,XX,RMB 1X STEEL DRUM BILLBOBAGEND,0,224
824,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/12,2011/6/9,LP,SERTA BX SPRING BIG LOTS,1,100
825,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/12,2011/6/9,TAX,SERTA BX SPRING BIG LOTS,0,8.75
826,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/26,2011/6/16,LP,TBL LMP W/WOOD SLT SHD_CSF,1,114.94
827,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,2011/6/26,2011/6/16,TAX,TBL LMP W/WOOD SLT SHD_CSF,0,10.06
